"t_pct","t_num","M","mu","C","pre_vote","post_vote","N","R","B_func"
0.425,365.564788214782,399.003834033496,457.339237852858,451.787596891837,0.577,0.897,1000,3,"lognorm"
0.45,377.556024626157,399.003834033496,457.339237852858,451.787596891837,0.544,0.89,1000,3,"lognorm"
0.475,388.900045150277,399.003834033496,457.339237852858,451.787596891837,0.521,0.871,1000,3,"lognorm"
0.5,402.961133464679,399.003834033496,457.339237852858,451.787596891837,0.494,0.831,1000,3,"lognorm"
0.525,415.670322829266,399.003834033496,457.339237852858,451.787596891837,0.477,0.804,1000,3,"lognorm"
0.55,429.70462157669,399.003834033496,457.339237852858,451.787596891837,0.452,0.764,1000,3,"lognorm"
0.575,444.969494524109,399.003834033496,457.339237852858,451.787596891837,0.432,0.683,1000,3,"lognorm"
0.6,460.3245559265,399.003834033496,457.339237852858,451.787596891837,0.4,0.259,1000,3,"lognorm"
0.625,474.891642362092,399.003834033496,457.339237852858,451.787596891837,0.381,0.187,1000,3,"lognorm"
0.65,490.717192863839,399.003834033496,457.339237852858,451.787596891837,0.36,0.145,1000,3,"lognorm"
0.675,507.513309631687,399.003834033496,457.339237852858,451.787596891837,0.329,0.11,1000,3,"lognorm"
0.7,525.065688720552,399.003834033496,457.339237852858,451.787596891837,0.309,0.092,1000,3,"lognorm"
0.725,542.761252243571,399.003834033496,457.339237852858,451.787596891837,0.278,0.075,1000,3,"lognorm"
0.75,562.362569312153,399.003834033496,457.339237852858,451.787596891837,0.258,0.063,1000,3,"lognorm"
0.775,585.802192142628,399.003834033496,457.339237852858,451.787596891837,0.237,0.051,1000,3,"lognorm"
0.8,612.484133343212,399.003834033496,457.339237852858,451.787596891837,0.211,0.038,1000,3,"lognorm"
0.825,640.641433706296,399.003834033496,457.339237852858,451.787596891837,0.186,0.026,1000,3,"lognorm"
0.85,675.148419694953,399.003834033496,457.339237852858,451.787596891837,0.157,0.022,1000,3,"lognorm"
0.875,717.655289680328,399.003834033496,457.339237852858,451.787596891837,0.132,0.017,1000,3,"lognorm"
0.9,769.214860565162,399.003834033496,457.339237852858,451.787596891837,0.097,0.01,1000,3,"lognorm"
0.1,213.809605031717,391.637057636748,443.810978229775,446.684249198277,0.893,0.997,1000,3,"lognorm"
0.125,226.779267421227,391.637057636748,443.810978229775,446.684249198277,0.862,0.994,1000,3,"lognorm"
0.15,240.217974552392,391.637057636748,443.810978229775,446.684249198277,0.832,0.993,1000,3,"lognorm"
0.175,252.204098229579,391.637057636748,443.810978229775,446.684249198277,0.812,0.991,1000,3,"lognorm"
0.2,265.060297733489,391.637057636748,443.810978229775,446.684249198277,0.776,0.984,1000,3,"lognorm"
0.225,276.615736374623,391.637057636748,443.810978229775,446.684249198277,0.75,0.982,1000,3,"lognorm"
0.25,288.508103973421,391.637057636748,443.810978229775,446.684249198277,0.731,0.979,1000,3,"lognorm"
0.275,298.837475992546,391.637057636748,443.810978229775,446.684249198277,0.699,0.972,1000,3,"lognorm"
0.3,310.120318385114,391.637057636748,443.810978229775,446.684249198277,0.678,0.96,1000,3,"lognorm"
0.325,321.371418409034,391.637057636748,443.810978229775,446.684249198277,0.654,0.957,1000,3,"lognorm"
0.35,331.908737959555,391.637057636748,443.810978229775,446.684249198277,0.631,0.947,1000,3,"lognorm"
0.375,342.520197679874,391.637057636748,443.810978229775,446.684249198277,0.602,0.938,1000,3,"lognorm"
0.4,354.569760938853,391.637057636748,443.810978229775,446.684249198277,0.58,0.93,1000,3,"lognorm"
0.425,365.564788214782,391.637057636748,443.810978229775,446.684249198277,0.561,0.916,1000,3,"lognorm"
0.45,377.556024626157,391.637057636748,443.810978229775,446.684249198277,0.532,0.898,1000,3,"lognorm"
0.475,388.900045150277,391.637057636748,443.810978229775,446.684249198277,0.505,0.875,1000,3,"lognorm"
0.5,402.961133464679,391.637057636748,443.810978229775,446.684249198277,0.479,0.84,1000,3,"lognorm"
0.525,415.670322829266,391.637057636748,443.810978229775,446.684249198277,0.461,0.798,1000,3,"lognorm"
0.55,429.70462157669,391.637057636748,443.810978229775,446.684249198277,0.431,0.728,1000,3,"lognorm"
0.575,444.969494524109,391.637057636748,443.810978229775,446.684249198277,0.413,0.522,1000,3,"lognorm"
0.6,460.3245559265,391.637057636748,443.810978229775,446.684249198277,0.389,0.206,1000,3,"lognorm"
0.625,474.891642362092,391.637057636748,443.810978229775,446.684249198277,0.362,0.153,1000,3,"lognorm"
0.65,490.717192863839,391.637057636748,443.810978229775,446.684249198277,0.332,0.118,1000,3,"lognorm"
0.675,507.513309631687,391.637057636748,443.810978229775,446.684249198277,0.311,0.095,1000,3,"lognorm"
0.7,525.065688720552,391.637057636748,443.810978229775,446.684249198277,0.287,0.076,1000,3,"lognorm"
0.725,542.761252243571,391.637057636748,443.810978229775,446.684249198277,0.264,0.07,1000,3,"lognorm"
0.75,562.362569312153,391.637057636748,443.810978229775,446.684249198277,0.242,0.06,1000,3,"lognorm"
0.775,585.802192142628,391.637057636748,443.810978229775,446.684249198277,0.219,0.05,1000,3,"lognorm"
0.8,612.484133343212,391.637057636748,443.810978229775,446.684249198277,0.193,0.045,1000,3,"lognorm"
0.825,640.641433706296,391.637057636748,443.810978229775,446.684249198277,0.167,0.027,1000,3,"lognorm"
0.85,675.148419694953,391.637057636748,443.810978229775,446.684249198277,0.136,0.022,1000,3,"lognorm"
0.875,717.655289680328,391.637057636748,443.810978229775,446.684249198277,0.115,0.019,1000,3,"lognorm"
0.9,769.214860565162,391.637057636748,443.810978229775,446.684249198277,0.085,0.014,1000,3,"lognorm"
0.1,213.809605031717,397.063147638441,453.245947210781,450.478289072247,0.899,0.997,1000,3,"lognorm"
0.125,226.779267421227,397.063147638441,453.245947210781,450.478289072247,0.881,0.995,1000,3,"lognorm"
0.15,240.217974552392,397.063147638441,453.245947210781,450.478289072247,0.85,0.988,1000,3,"lognorm"
0.175,252.204098229579,397.063147638441,453.245947210781,450.478289072247,0.821,0.986,1000,3,"lognorm"
0.2,265.060297733489,397.063147638441,453.245947210781,450.478289072247,0.797,0.981,1000,3,"lognorm"
0.225,276.615736374623,397.063147638441,453.245947210781,450.478289072247,0.77,0.976,1000,3,"lognorm"
0.25,288.508103973421,397.063147638441,453.245947210781,450.478289072247,0.742,0.972,1000,3,"lognorm"
0.275,298.837475992546,397.063147638441,453.245947210781,450.478289072247,0.71,0.967,1000,3,"lognorm"
0.3,310.120318385114,397.063147638441,453.245947210781,450.478289072247,0.679,0.961,1000,3,"lognorm"
0.325,321.371418409034,397.063147638441,453.245947210781,450.478289072247,0.659,0.951,1000,3,"lognorm"
0.35,331.908737959555,397.063147638441,453.245947210781,450.478289072247,0.629,0.944,1000,3,"lognorm"
0.375,342.520197679874,397.063147638441,453.245947210781,450.478289072247,0.612,0.933,1000,3,"lognorm"
0.4,354.569760938853,397.063147638441,453.245947210781,450.478289072247,0.582,0.919,1000,3,"lognorm"
0.425,365.564788214782,397.063147638441,453.245947210781,450.478289072247,0.56,0.909,1000,3,"lognorm"
0.45,377.556024626157,397.063147638441,453.245947210781,450.478289072247,0.541,0.896,1000,3,"lognorm"
0.475,388.900045150277,397.063147638441,453.245947210781,450.478289072247,0.515,0.879,1000,3,"lognorm"
0.5,402.961133464679,397.063147638441,453.245947210781,450.478289072247,0.492,0.84,1000,3,"lognorm"
0.525,415.670322829266,397.063147638441,453.245947210781,450.478289072247,0.47,0.806,1000,3,"lognorm"
0.55,429.70462157669,397.063147638441,453.245947210781,450.478289072247,0.447,0.745,1000,3,"lognorm"
0.575,444.969494524109,397.063147638441,453.245947210781,450.478289072247,0.419,0.634,1000,3,"lognorm"
0.6,460.3245559265,397.063147638441,453.245947210781,450.478289072247,0.389,0.234,1000,3,"lognorm"
0.625,474.891642362092,397.063147638441,453.245947210781,450.478289072247,0.364,0.171,1000,3,"lognorm"
0.65,490.717192863839,397.063147638441,453.245947210781,450.478289072247,0.342,0.137,1000,3,"lognorm"
0.675,507.513309631687,397.063147638441,453.245947210781,450.478289072247,0.321,0.112,1000,3,"lognorm"
0.7,525.065688720552,397.063147638441,453.245947210781,450.478289072247,0.298,0.093,1000,3,"lognorm"
0.725,542.761252243571,397.063147638441,453.245947210781,450.478289072247,0.272,0.07,1000,3,"lognorm"
0.75,562.362569312153,397.063147638441,453.245947210781,450.478289072247,0.251,0.057,1000,3,"lognorm"
0.775,585.802192142628,397.063147638441,453.245947210781,450.478289072247,0.228,0.042,1000,3,"lognorm"
0.8,612.484133343212,397.063147638441,453.245947210781,450.478289072247,0.205,0.036,1000,3,"lognorm"
0.825,640.641433706296,397.063147638441,453.245947210781,450.478289072247,0.178,0.028,1000,3,"lognorm"
0.85,675.148419694953,397.063147638441,453.245947210781,450.478289072247,0.156,0.023,1000,3,"lognorm"
0.875,717.655289680328,397.063147638441,453.245947210781,450.478289072247,0.126,0.016,1000,3,"lognorm"
0.9,769.214860565162,397.063147638441,453.245947210781,450.478289072247,0.094,0.012,1000,3,"lognorm"
0.1,213.809605031717,403.962848562949,470.500746550442,471.61550390564,0.892,0.994,1000,3,"lognorm"
0.125,226.779267421227,403.962848562949,470.500746550442,471.61550390564,0.863,0.993,1000,3,"lognorm"
0.15,240.217974552392,403.962848562949,470.500746550442,471.61550390564,0.832,0.991,1000,3,"lognorm"
0.175,252.204098229579,403.962848562949,470.500746550442,471.61550390564,0.807,0.99,1000,3,"lognorm"
0.2,265.060297733489,403.962848562949,470.500746550442,471.61550390564,0.783,0.987,1000,3,"lognorm"
0.225,276.615736374623,403.962848562949,470.500746550442,471.61550390564,0.76,0.981,1000,3,"lognorm"
0.25,288.508103973421,403.962848562949,470.500746550442,471.61550390564,0.733,0.976,1000,3,"lognorm"
0.275,298.837475992546,403.962848562949,470.500746550442,471.61550390564,0.714,0.972,1000,3,"lognorm"
0.3,310.120318385114,403.962848562949,470.500746550442,471.61550390564,0.689,0.967,1000,3,"lognorm"
0.325,321.371418409034,403.962848562949,470.500746550442,471.61550390564,0.659,0.956,1000,3,"lognorm"
0.35,331.908737959555,403.962848562949,470.500746550442,471.61550390564,0.639,0.949,1000,3,"lognorm"
0.375,342.520197679874,403.962848562949,470.500746550442,471.61550390564,0.613,0.937,1000,3,"lognorm"
0.4,354.569760938853,403.962848562949,470.500746550442,471.61550390564,0.588,0.922,1000,3,"lognorm"
0.425,365.564788214782,403.962848562949,470.500746550442,471.61550390564,0.572,0.912,1000,3,"lognorm"
0.45,377.556024626157,403.962848562949,470.500746550442,471.61550390564,0.551,0.893,1000,3,"lognorm"
0.475,388.900045150277,403.962848562949,470.500746550442,471.61550390564,0.529,0.886,1000,3,"lognorm"
0.5,402.961133464679,403.962848562949,470.500746550442,471.61550390564,0.503,0.862,1000,3,"lognorm"
0.525,415.670322829266,403.962848562949,470.500746550442,471.61550390564,0.471,0.84,1000,3,"lognorm"
0.55,429.70462157669,403.962848562949,470.500746550442,471.61550390564,0.445,0.804,1000,3,"lognorm"
0.575,444.969494524109,403.962848562949,470.500746550442,471.61550390564,0.424,0.746,1000,3,"lognorm"
0.6,460.3245559265,403.962848562949,470.500746550442,471.61550390564,0.408,0.658,1000,3,"lognorm"
0.625,474.891642362092,403.962848562949,470.500746550442,471.61550390564,0.392,0.271,1000,3,"lognorm"
0.65,490.717192863839,403.962848562949,470.500746550442,471.61550390564,0.374,0.184,1000,3,"lognorm"
0.675,507.513309631687,403.962848562949,470.500746550442,471.61550390564,0.343,0.146,1000,3,"lognorm"
0.7,525.065688720552,403.962848562949,470.500746550442,471.61550390564,0.322,0.117,1000,3,"lognorm"
0.725,542.761252243571,403.962848562949,470.500746550442,471.61550390564,0.3,0.099,1000,3,"lognorm"
0.75,562.362569312153,403.962848562949,470.500746550442,471.61550390564,0.274,0.088,1000,3,"lognorm"
0.775,585.802192142628,403.962848562949,470.500746550442,471.61550390564,0.25,0.073,1000,3,"lognorm"
0.8,612.484133343212,403.962848562949,470.500746550442,471.61550390564,0.224,0.064,1000,3,"lognorm"
0.825,640.641433706296,403.962848562949,470.500746550442,471.61550390564,0.198,0.05,1000,3,"lognorm"
0.85,675.148419694953,403.962848562949,470.500746550442,471.61550390564,0.171,0.039,1000,3,"lognorm"
0.875,717.655289680328,403.962848562949,470.500746550442,471.61550390564,0.153,0.027,1000,3,"lognorm"
0.9,769.214860565162,403.962848562949,470.500746550442,471.61550390564,0.125,0.016,1000,3,"lognorm"
0.1,213.809605031717,405.563594344104,453.222495289558,456.30649853498,0.885,0.993,1000,3,"lognorm"
0.125,226.779267421227,405.563594344104,453.222495289558,456.30649853498,0.864,0.992,1000,3,"lognorm"
0.15,240.217974552392,405.563594344104,453.222495289558,456.30649853498,0.839,0.991,1000,3,"lognorm"
0.175,252.204098229579,405.563594344104,453.222495289558,456.30649853498,0.815,0.989,1000,3,"lognorm"
0.2,265.060297733489,405.563594344104,453.222495289558,456.30649853498,0.788,0.986,1000,3,"lognorm"
0.225,276.615736374623,405.563594344104,453.222495289558,456.30649853498,0.77,0.981,1000,3,"lognorm"
0.25,288.508103973421,405.563594344104,453.222495289558,456.30649853498,0.742,0.975,1000,3,"lognorm"
0.275,298.837475992546,405.563594344104,453.222495289558,456.30649853498,0.728,0.97,1000,3,"lognorm"
0.3,310.120318385114,405.563594344104,453.222495289558,456.30649853498,0.7,0.969,1000,3,"lognorm"
0.325,321.371418409034,405.563594344104,453.222495289558,456.30649853498,0.674,0.963,1000,3,"lognorm"
0.35,331.908737959555,405.563594344104,453.222495289558,456.30649853498,0.648,0.951,1000,3,"lognorm"
0.375,342.520197679874,405.563594344104,453.222495289558,456.30649853498,0.625,0.939,1000,3,"lognorm"
0.4,354.569760938853,405.563594344104,453.222495289558,456.30649853498,0.599,0.924,1000,3,"lognorm"
0.425,365.564788214782,405.563594344104,453.222495289558,456.30649853498,0.581,0.916,1000,3,"lognorm"
0.45,377.556024626157,405.563594344104,453.222495289558,456.30649853498,0.559,0.902,1000,3,"lognorm"
0.475,388.900045150277,405.563594344104,453.222495289558,456.30649853498,0.536,0.883,1000,3,"lognorm"
0.5,402.961133464679,405.563594344104,453.222495289558,456.30649853498,0.505,0.847,1000,3,"lognorm"
0.525,415.670322829266,405.563594344104,453.222495289558,456.30649853498,0.479,0.816,1000,3,"lognorm"
0.55,429.70462157669,405.563594344104,453.222495289558,456.30649853498,0.45,0.757,1000,3,"lognorm"
0.575,444.969494524109,405.563594344104,453.222495289558,456.30649853498,0.427,0.681,1000,3,"lognorm"
0.6,460.3245559265,405.563594344104,453.222495289558,456.30649853498,0.396,0.271,1000,3,"lognorm"
0.625,474.891642362092,405.563594344104,453.222495289558,456.30649853498,0.371,0.196,1000,3,"lognorm"
0.65,490.717192863839,405.563594344104,453.222495289558,456.30649853498,0.34,0.155,1000,3,"lognorm"
0.675,507.513309631687,405.563594344104,453.222495289558,456.30649853498,0.313,0.128,1000,3,"lognorm"
0.7,525.065688720552,405.563594344104,453.222495289558,456.30649853498,0.288,0.105,1000,3,"lognorm"
0.725,542.761252243571,405.563594344104,453.222495289558,456.30649853498,0.266,0.087,1000,3,"lognorm"
0.75,562.362569312153,405.563594344104,453.222495289558,456.30649853498,0.25,0.071,1000,3,"lognorm"
0.775,585.802192142628,405.563594344104,453.222495289558,456.30649853498,0.226,0.051,1000,3,"lognorm"
0.8,612.484133343212,405.563594344104,453.222495289558,456.30649853498,0.195,0.04,1000,3,"lognorm"
0.825,640.641433706296,405.563594344104,453.222495289558,456.30649853498,0.179,0.035,1000,3,"lognorm"
0.85,675.148419694953,405.563594344104,453.222495289558,456.30649853498,0.158,0.027,1000,3,"lognorm"
0.875,717.655289680328,405.563594344104,453.222495289558,456.30649853498,0.127,0.017,1000,3,"lognorm"
0.9,769.214860565162,405.563594344104,453.222495289558,456.30649853498,0.092,0.011,1000,3,"lognorm"
0.1,213.809605031717,394.044612284373,448.472499097453,446.323287034978,0.886,0.996,1000,3,"lognorm"
0.125,226.779267421227,394.044612284373,448.472499097453,446.323287034978,0.866,0.994,1000,3,"lognorm"
0.15,240.217974552392,394.044612284373,448.472499097453,446.323287034978,0.844,0.993,1000,3,"lognorm"
0.175,252.204098229579,394.044612284373,448.472499097453,446.323287034978,0.825,0.992,1000,3,"lognorm"
0.2,265.060297733489,394.044612284373,448.472499097453,446.323287034978,0.799,0.989,1000,3,"lognorm"
0.225,276.615736374623,394.044612284373,448.472499097453,446.323287034978,0.777,0.984,1000,3,"lognorm"
0.25,288.508103973421,394.044612284373,448.472499097453,446.323287034978,0.751,0.978,1000,3,"lognorm"
0.275,298.837475992546,394.044612284373,448.472499097453,446.323287034978,0.734,0.973,1000,3,"lognorm"
0.3,310.120318385114,394.044612284373,448.472499097453,446.323287034978,0.701,0.968,1000,3,"lognorm"
0.325,321.371418409034,394.044612284373,448.472499097453,446.323287034978,0.678,0.959,1000,3,"lognorm"
0.35,331.908737959555,394.044612284373,448.472499097453,446.323287034978,0.647,0.948,1000,3,"lognorm"
0.375,342.520197679874,394.044612284373,448.472499097453,446.323287034978,0.616,0.94,1000,3,"lognorm"
0.4,354.569760938853,394.044612284373,448.472499097453,446.323287034978,0.586,0.923,1000,3,"lognorm"
0.425,365.564788214782,394.044612284373,448.472499097453,446.323287034978,0.56,0.911,1000,3,"lognorm"
0.45,377.556024626157,394.044612284373,448.472499097453,446.323287034978,0.532,0.889,1000,3,"lognorm"
0.475,388.900045150277,394.044612284373,448.472499097453,446.323287034978,0.511,0.873,1000,3,"lognorm"
0.5,402.961133464679,394.044612284373,448.472499097453,446.323287034978,0.48,0.83,1000,3,"lognorm"
0.525,415.670322829266,394.044612284373,448.472499097453,446.323287034978,0.453,0.788,1000,3,"lognorm"
0.55,429.70462157669,394.044612284373,448.472499097453,446.323287034978,0.431,0.723,1000,3,"lognorm"
0.575,444.969494524109,394.044612284373,448.472499097453,446.323287034978,0.408,0.557,1000,3,"lognorm"
0.6,460.3245559265,394.044612284373,448.472499097453,446.323287034978,0.384,0.198,1000,3,"lognorm"
0.625,474.891642362092,394.044612284373,448.472499097453,446.323287034978,0.366,0.156,1000,3,"lognorm"
0.65,490.717192863839,394.044612284373,448.472499097453,446.323287034978,0.34,0.123,1000,3,"lognorm"
0.675,507.513309631687,394.044612284373,448.472499097453,446.323287034978,0.319,0.098,1000,3,"lognorm"
0.7,525.065688720552,394.044612284373,448.472499097453,446.323287034978,0.286,0.081,1000,3,"lognorm"
0.725,542.761252243571,394.044612284373,448.472499097453,446.323287034978,0.265,0.071,1000,3,"lognorm"
0.75,562.362569312153,394.044612284373,448.472499097453,446.323287034978,0.243,0.056,1000,3,"lognorm"
0.775,585.802192142628,394.044612284373,448.472499097453,446.323287034978,0.221,0.047,1000,3,"lognorm"
0.8,612.484133343212,394.044612284373,448.472499097453,446.323287034978,0.197,0.032,1000,3,"lognorm"
0.825,640.641433706296,394.044612284373,448.472499097453,446.323287034978,0.177,0.024,1000,3,"lognorm"
0.85,675.148419694953,394.044612284373,448.472499097453,446.323287034978,0.15,0.019,1000,3,"lognorm"
0.875,717.655289680328,394.044612284373,448.472499097453,446.323287034978,0.116,0.015,1000,3,"lognorm"
0.9,769.214860565162,394.044612284373,448.472499097453,446.323287034978,0.088,0.013,1000,3,"lognorm"
0.1,213.809605031717,404.14426988455,461.0375815837,459.966835848445,0.897,0.994,1000,3,"lognorm"
0.125,226.779267421227,404.14426988455,461.0375815837,459.966835848445,0.871,0.992,1000,3,"lognorm"
0.15,240.217974552392,404.14426988455,461.0375815837,459.966835848445,0.851,0.99,1000,3,"lognorm"
0.175,252.204098229579,404.14426988455,461.0375815837,459.966835848445,0.82,0.989,1000,3,"lognorm"
0.2,265.060297733489,404.14426988455,461.0375815837,459.966835848445,0.793,0.982,1000,3,"lognorm"
0.225,276.615736374623,404.14426988455,461.0375815837,459.966835848445,0.766,0.978,1000,3,"lognorm"
0.25,288.508103973421,404.14426988455,461.0375815837,459.966835848445,0.738,0.972,1000,3,"lognorm"
0.275,298.837475992546,404.14426988455,461.0375815837,459.966835848445,0.72,0.966,1000,3,"lognorm"
0.3,310.120318385114,404.14426988455,461.0375815837,459.966835848445,0.694,0.963,1000,3,"lognorm"
0.325,321.371418409034,404.14426988455,461.0375815837,459.966835848445,0.674,0.955,1000,3,"lognorm"
0.35,331.908737959555,404.14426988455,461.0375815837,459.966835848445,0.653,0.946,1000,3,"lognorm"
0.375,342.520197679874,404.14426988455,461.0375815837,459.966835848445,0.634,0.934,1000,3,"lognorm"
0.4,354.569760938853,404.14426988455,461.0375815837,459.966835848445,0.601,0.923,1000,3,"lognorm"
0.425,365.564788214782,404.14426988455,461.0375815837,459.966835848445,0.574,0.909,1000,3,"lognorm"
0.45,377.556024626157,404.14426988455,461.0375815837,459.966835848445,0.539,0.894,1000,3,"lognorm"
0.475,388.900045150277,404.14426988455,461.0375815837,459.966835848445,0.523,0.877,1000,3,"lognorm"
0.5,402.961133464679,404.14426988455,461.0375815837,459.966835848445,0.501,0.852,1000,3,"lognorm"
0.525,415.670322829266,404.14426988455,461.0375815837,459.966835848445,0.477,0.83,1000,3,"lognorm"
0.55,429.70462157669,404.14426988455,461.0375815837,459.966835848445,0.447,0.787,1000,3,"lognorm"
0.575,444.969494524109,404.14426988455,461.0375815837,459.966835848445,0.428,0.706,1000,3,"lognorm"
0.6,460.3245559265,404.14426988455,461.0375815837,459.966835848445,0.405,0.312,1000,3,"lognorm"
0.625,474.891642362092,404.14426988455,461.0375815837,459.966835848445,0.38,0.183,1000,3,"lognorm"
0.65,490.717192863839,404.14426988455,461.0375815837,459.966835848445,0.351,0.136,1000,3,"lognorm"
0.675,507.513309631687,404.14426988455,461.0375815837,459.966835848445,0.321,0.109,1000,3,"lognorm"
0.7,525.065688720552,404.14426988455,461.0375815837,459.966835848445,0.299,0.092,1000,3,"lognorm"
0.725,542.761252243571,404.14426988455,461.0375815837,459.966835848445,0.276,0.077,1000,3,"lognorm"
0.75,562.362569312153,404.14426988455,461.0375815837,459.966835848445,0.261,0.066,1000,3,"lognorm"
0.775,585.802192142628,404.14426988455,461.0375815837,459.966835848445,0.232,0.051,1000,3,"lognorm"
0.8,612.484133343212,404.14426988455,461.0375815837,459.966835848445,0.201,0.04,1000,3,"lognorm"
0.825,640.641433706296,404.14426988455,461.0375815837,459.966835848445,0.181,0.029,1000,3,"lognorm"
0.85,675.148419694953,404.14426988455,461.0375815837,459.966835848445,0.151,0.024,1000,3,"lognorm"
0.875,717.655289680328,404.14426988455,461.0375815837,459.966835848445,0.129,0.021,1000,3,"lognorm"
0.9,769.214860565162,404.14426988455,461.0375815837,459.966835848445,0.102,0.014,1000,3,"lognorm"
0.1,213.809605031717,392.050728525395,448.245177494648,445.004097380595,0.881,0.993,1000,3,"lognorm"
0.125,226.779267421227,392.050728525395,448.245177494648,445.004097380595,0.864,0.989,1000,3,"lognorm"
0.15,240.217974552392,392.050728525395,448.245177494648,445.004097380595,0.845,0.988,1000,3,"lognorm"
