"t_pct","t_num","M","mu","C","pre_vote","post_vote","N","R","B_func"
0.375,343.626754322754,424.027719081161,476.839700096899,481.43160587606,0.659,0.951,1000,3,"lognorm"
0.4,353.775201623635,424.027719081161,476.839700096899,481.43160587606,0.641,0.946,1000,3,"lognorm"
0.425,365.868294719616,424.027719081161,476.839700096899,481.43160587606,0.608,0.938,1000,3,"lognorm"
0.45,376.627347748832,424.027719081161,476.839700096899,481.43160587606,0.584,0.928,1000,3,"lognorm"
0.475,387.81139474412,424.027719081161,476.839700096899,481.43160587606,0.564,0.912,1000,3,"lognorm"
0.5,400.432289933286,424.027719081161,476.839700096899,481.43160587606,0.536,0.892,1000,3,"lognorm"
0.525,413.99790512508,424.027719081161,476.839700096899,481.43160587606,0.515,0.874,1000,3,"lognorm"
0.55,429.018098166205,424.027719081161,476.839700096899,481.43160587606,0.49,0.84,1000,3,"lognorm"
0.575,443.649283468963,424.027719081161,476.839700096899,481.43160587606,0.466,0.801,1000,3,"lognorm"
0.6,459.222698448087,424.027719081161,476.839700096899,481.43160587606,0.433,0.731,1000,3,"lognorm"
0.625,474.400022345752,424.027719081161,476.839700096899,481.43160587606,0.413,0.626,1000,3,"lognorm"
0.65,489.378066358017,424.027719081161,476.839700096899,481.43160587606,0.397,0.221,1000,3,"lognorm"
0.675,508.682812057445,424.027719081161,476.839700096899,481.43160587606,0.36,0.155,1000,3,"lognorm"
0.7,527.033752420504,424.027719081161,476.839700096899,481.43160587606,0.324,0.119,1000,3,"lognorm"
0.725,547.174283002247,424.027719081161,476.839700096899,481.43160587606,0.297,0.101,1000,3,"lognorm"
0.75,569.582401188563,424.027719081161,476.839700096899,481.43160587606,0.27,0.085,1000,3,"lognorm"
0.775,592.184453674335,424.027719081161,476.839700096899,481.43160587606,0.246,0.069,1000,3,"lognorm"
0.8,616.950875801816,424.027719081161,476.839700096899,481.43160587606,0.218,0.055,1000,3,"lognorm"
0.825,645.199565070856,424.027719081161,476.839700096899,481.43160587606,0.196,0.049,1000,3,"lognorm"
0.85,676.356277292071,424.027719081161,476.839700096899,481.43160587606,0.167,0.044,1000,3,"lognorm"
0.875,712.8604119639,424.027719081161,476.839700096899,481.43160587606,0.146,0.038,1000,3,"lognorm"
0.9,755.768920637871,424.027719081161,476.839700096899,481.43160587606,0.112,0.025,1000,3,"lognorm"
0.1,210.793662539322,400.865633950138,453.296947570745,454.674399267591,0.908,0.996,1000,3,"lognorm"
0.125,224.894675583713,400.865633950138,453.296947570745,454.674399267591,0.873,0.996,1000,3,"lognorm"
0.15,237.273158089203,400.865633950138,453.296947570745,454.674399267591,0.854,0.994,1000,3,"lognorm"
0.175,250.195196892611,400.865633950138,453.296947570745,454.674399267591,0.831,0.991,1000,3,"lognorm"
0.2,260.960865335129,400.865633950138,453.296947570745,454.674399267591,0.81,0.986,1000,3,"lognorm"
0.225,272.970919012509,400.865633950138,453.296947570745,454.674399267591,0.781,0.981,1000,3,"lognorm"
0.25,284.542549551196,400.865633950138,453.296947570745,454.674399267591,0.765,0.974,1000,3,"lognorm"
0.275,296.367830845532,400.865633950138,453.296947570745,454.674399267591,0.745,0.971,1000,3,"lognorm"
0.3,307.32723007319,400.865633950138,453.296947570745,454.674399267591,0.721,0.966,1000,3,"lognorm"
0.325,318.407173053239,400.865633950138,453.296947570745,454.674399267591,0.695,0.961,1000,3,"lognorm"
0.35,331.308184932062,400.865633950138,453.296947570745,454.674399267591,0.664,0.948,1000,3,"lognorm"
0.375,343.626754322754,400.865633950138,453.296947570745,454.674399267591,0.625,0.938,1000,3,"lognorm"
0.4,353.775201623635,400.865633950138,453.296947570745,454.674399267591,0.6,0.929,1000,3,"lognorm"
0.425,365.868294719616,400.865633950138,453.296947570745,454.674399267591,0.569,0.915,1000,3,"lognorm"
0.45,376.627347748832,400.865633950138,453.296947570745,454.674399267591,0.541,0.901,1000,3,"lognorm"
0.475,387.81139474412,400.865633950138,453.296947570745,454.674399267591,0.521,0.886,1000,3,"lognorm"
0.5,400.432289933286,400.865633950138,453.296947570745,454.674399267591,0.503,0.855,1000,3,"lognorm"
0.525,413.99790512508,400.865633950138,453.296947570745,454.674399267591,0.479,0.824,1000,3,"lognorm"
0.55,429.018098166205,400.865633950138,453.296947570745,454.674399267591,0.442,0.775,1000,3,"lognorm"
0.575,443.649283468963,400.865633950138,453.296947570745,454.674399267591,0.409,0.695,1000,3,"lognorm"
0.6,459.222698448087,400.865633950138,453.296947570745,454.674399267591,0.386,0.248,1000,3,"lognorm"
0.625,474.400022345752,400.865633950138,453.296947570745,454.674399267591,0.362,0.167,1000,3,"lognorm"
0.65,489.378066358017,400.865633950138,453.296947570745,454.674399267591,0.34,0.127,1000,3,"lognorm"
0.675,508.682812057445,400.865633950138,453.296947570745,454.674399267591,0.321,0.101,1000,3,"lognorm"
0.7,527.033752420504,400.865633950138,453.296947570745,454.674399267591,0.286,0.082,1000,3,"lognorm"
0.725,547.174283002247,400.865633950138,453.296947570745,454.674399267591,0.262,0.071,1000,3,"lognorm"
0.75,569.582401188563,400.865633950138,453.296947570745,454.674399267591,0.233,0.06,1000,3,"lognorm"
0.775,592.184453674335,400.865633950138,453.296947570745,454.674399267591,0.215,0.047,1000,3,"lognorm"
0.8,616.950875801816,400.865633950138,453.296947570745,454.674399267591,0.192,0.038,1000,3,"lognorm"
0.825,645.199565070856,400.865633950138,453.296947570745,454.674399267591,0.159,0.032,1000,3,"lognorm"
0.85,676.356277292071,400.865633950138,453.296947570745,454.674399267591,0.138,0.026,1000,3,"lognorm"
0.875,712.8604119639,400.865633950138,453.296947570745,454.674399267591,0.113,0.023,1000,3,"lognorm"
0.9,755.768920637871,400.865633950138,453.296947570745,454.674399267591,0.097,0.017,1000,3,"lognorm"
0.1,210.793662539322,415.893442865894,457.155576346436,450.919658151167,0.885,0.998,1000,3,"lognorm"
0.125,224.894675583713,415.893442865894,457.155576346436,450.919658151167,0.858,0.994,1000,3,"lognorm"
0.15,237.273158089203,415.893442865894,457.155576346436,450.919658151167,0.841,0.991,1000,3,"lognorm"
0.175,250.195196892611,415.893442865894,457.155576346436,450.919658151167,0.818,0.984,1000,3,"lognorm"
0.2,260.960865335129,415.893442865894,457.155576346436,450.919658151167,0.795,0.98,1000,3,"lognorm"
0.225,272.970919012509,415.893442865894,457.155576346436,450.919658151167,0.776,0.976,1000,3,"lognorm"
0.25,284.542549551196,415.893442865894,457.155576346436,450.919658151167,0.753,0.968,1000,3,"lognorm"
0.275,296.367830845532,415.893442865894,457.155576346436,450.919658151167,0.729,0.959,1000,3,"lognorm"
0.3,307.32723007319,415.893442865894,457.155576346436,450.919658151167,0.7,0.952,1000,3,"lognorm"
0.325,318.407173053239,415.893442865894,457.155576346436,450.919658151167,0.681,0.948,1000,3,"lognorm"
0.35,331.308184932062,415.893442865894,457.155576346436,450.919658151167,0.655,0.937,1000,3,"lognorm"
0.375,343.626754322754,415.893442865894,457.155576346436,450.919658151167,0.633,0.927,1000,3,"lognorm"
0.4,353.775201623635,415.893442865894,457.155576346436,450.919658151167,0.612,0.919,1000,3,"lognorm"
0.425,365.868294719616,415.893442865894,457.155576346436,450.919658151167,0.594,0.907,1000,3,"lognorm"
0.45,376.627347748832,415.893442865894,457.155576346436,450.919658151167,0.573,0.895,1000,3,"lognorm"
0.475,387.81139474412,415.893442865894,457.155576346436,450.919658151167,0.553,0.879,1000,3,"lognorm"
0.5,400.432289933286,415.893442865894,457.155576346436,450.919658151167,0.524,0.858,1000,3,"lognorm"
0.525,413.99790512508,415.893442865894,457.155576346436,450.919658151167,0.503,0.822,1000,3,"lognorm"
0.55,429.018098166205,415.893442865894,457.155576346436,450.919658151167,0.468,0.757,1000,3,"lognorm"
0.575,443.649283468963,415.893442865894,457.155576346436,450.919658151167,0.436,0.678,1000,3,"lognorm"
0.6,459.222698448087,415.893442865894,457.155576346436,450.919658151167,0.398,0.251,1000,3,"lognorm"
0.625,474.400022345752,415.893442865894,457.155576346436,450.919658151167,0.375,0.174,1000,3,"lognorm"
0.65,489.378066358017,415.893442865894,457.155576346436,450.919658151167,0.349,0.132,1000,3,"lognorm"
0.675,508.682812057445,415.893442865894,457.155576346436,450.919658151167,0.327,0.096,1000,3,"lognorm"
0.7,527.033752420504,415.893442865894,457.155576346436,450.919658151167,0.302,0.078,1000,3,"lognorm"
0.725,547.174283002247,415.893442865894,457.155576346436,450.919658151167,0.267,0.058,1000,3,"lognorm"
0.75,569.582401188563,415.893442865894,457.155576346436,450.919658151167,0.24,0.048,1000,3,"lognorm"
0.775,592.184453674335,415.893442865894,457.155576346436,450.919658151167,0.212,0.041,1000,3,"lognorm"
0.8,616.950875801816,415.893442865894,457.155576346436,450.919658151167,0.185,0.036,1000,3,"lognorm"
0.825,645.199565070856,415.893442865894,457.155576346436,450.919658151167,0.157,0.029,1000,3,"lognorm"
0.85,676.356277292071,415.893442865894,457.155576346436,450.919658151167,0.139,0.025,1000,3,"lognorm"
0.875,712.8604119639,415.893442865894,457.155576346436,450.919658151167,0.121,0.019,1000,3,"lognorm"
0.9,755.768920637871,415.893442865894,457.155576346436,450.919658151167,0.105,0.014,1000,3,"lognorm"
0.1,210.793662539322,404.544535123228,458.807816592881,451.386058299154,0.904,0.995,1000,3,"lognorm"
0.125,224.894675583713,404.544535123228,458.807816592881,451.386058299154,0.885,0.992,1000,3,"lognorm"
0.15,237.273158089203,404.544535123228,458.807816592881,451.386058299154,0.861,0.989,1000,3,"lognorm"
0.175,250.195196892611,404.544535123228,458.807816592881,451.386058299154,0.843,0.988,1000,3,"lognorm"
0.2,260.960865335129,404.544535123228,458.807816592881,451.386058299154,0.818,0.984,1000,3,"lognorm"
0.225,272.970919012509,404.544535123228,458.807816592881,451.386058299154,0.791,0.98,1000,3,"lognorm"
0.25,284.542549551196,404.544535123228,458.807816592881,451.386058299154,0.763,0.975,1000,3,"lognorm"
0.275,296.367830845532,404.544535123228,458.807816592881,451.386058299154,0.738,0.971,1000,3,"lognorm"
0.3,307.32723007319,404.544535123228,458.807816592881,451.386058299154,0.707,0.966,1000,3,"lognorm"
0.325,318.407173053239,404.544535123228,458.807816592881,451.386058299154,0.684,0.956,1000,3,"lognorm"
0.35,331.308184932062,404.544535123228,458.807816592881,451.386058299154,0.658,0.937,1000,3,"lognorm"
0.375,343.626754322754,404.544535123228,458.807816592881,451.386058299154,0.626,0.925,1000,3,"lognorm"
0.4,353.775201623635,404.544535123228,458.807816592881,451.386058299154,0.606,0.913,1000,3,"lognorm"
0.425,365.868294719616,404.544535123228,458.807816592881,451.386058299154,0.581,0.902,1000,3,"lognorm"
